FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
070506;0200;;;;
070506;0300;;;;
070506;0400;;;;
070506;0500;;;;
070506;0600;;;;
070506;0700;;;;
070506;0800;;;;
070506;0900;;;;
070506;1000;;;;
070506;1100;;;;
070506;1200;;;;
070506;1300;;;;
070506;1400;;;;
070506;1500;;;;
070506;1600;;;;
070506;1700;;;;
070506;1800;;;;
070506;1900;;;;
070506;2000;;;;
070506;2100;;;;
070506;2200;;;;
070506;2300;;;;
070507;0000;;;;
070507;0100;;;;
070507;0200;;;;
070507;0300;;;;
070507;0400;;;;
070507;0500;;;;
070507;0600;;;;
070507;0700;;;;
070507;0800;;;;
070507;0900;;;;
070507;1000;;;;
070507;1100;;;;
070507;1200;;;;
070507;1300;;;;
070507;1400;;;;
070507;1500;;;;
070507;1600;;;;
070507;1700;;;;
070507;1800;;;;
070507;1900;;;;
070507;2000;;;;
070507;2100;;;;
070507;2200;;;;
070507;2300;;;;
070508;0000;;;;
070508;0100;;;;
070508;0200;;;;
070508;0300;;;;
070508;0400;;;;
070508;0500;;;;
070508;0600;;;;
070508;0700;;;;
070508;0800;;;;
070508;0900;;;;
070508;1000;;;;
070508;1100;;;;
070508;1200;;;;
070508;1300;;;;
070508;1400;;;;
070508;1500;;;;
070508;1600;;;;
070508;1700;;;;
070508;1800;;;;
070508;1900;;;;
070508;2000;;;;
070508;2100;;;;
070508;2200;;;;
070508;2300;;;;
070509;0000;;;;
070509;0100;;;;
070509;0200;;;;
070509;0300;;;;
070509;0400;;;;
070509;0500;;;;
070509;0600;;;;
070509;0700;;;;
070509;0800;;;;
070509;0900;;;;
070509;1000;;;;
070509;1100;;;;
070509;1200;;;;
070509;1300;;;;
070509;1400;;;;
070509;1500;;;;
070509;1600;;;;
070509;1700;;;;
070509;1800;;;;
070509;1900;;;;
070509;2000;;;;
070509;2100;;;;
070509;2200;;;;
070509;2300;;;;
070510;0000;;;;
070510;0100;;;;
070510;0200;;;;
070510;0300;;;;
070510;0400;;;;
070510;0500;;;;
070510;0600;;;;
070510;0700;;;;
070510;0800;;;;
070510;0900;;;;
070510;1000;;;;
070510;1100;;;;
070510;1200;;;;
070510;1300;;;;
070510;1400;;;;
070510;1500;;;;
070510;1600;;;;
070510;1700;;;;
070510;1800;;;;
070510;1900;;;;
070510;2000;;;;
070510;2100;;;;
070510;2200;;;;
070510;2300;;;;
070511;0000;;;;
070511;0100;;;;
070511;0200;;;;
070511;0300;;;;
070511;0400;;;;
070511;0500;;;;
070511;0600;;;;
070511;0700;;;;
070511;0800;;;;
070511;0900;;;;
070511;1000;;;;
070511;1100;;;;
070511;1200;;;;
070511;1300;;;;
070511;1400;;;;
070511;1500;;;;
070511;1600;;;;
070511;1700;;;;
070511;1800;;;;
070511;1900;;;;
070511;2000;;;;
070511;2100;;;;
070511;2200;;;;
070511;2300;;;;
070512;0000;;;;
070512;0100;;;;
070512;0200;;;;
070512;0300;;;;
070512;0400;;;;
070512;0500;;;;
070512;0600;;;;
070512;0700;;;;
070512;0800;;;;
070512;0900;;;;
070512;1000;;;;
070512;1100;;;;
070512;1200;;;;
070512;1300;;;;
070512;1400;;;;
070512;1500;;;;
070512;1600;;;;
070512;1700;;;;
070512;1800;;;;
070512;1900;;;;
070512;2000;;;;
070512;2100;;;;
070512;2200;;;;
070512;2300;;;;
070513;0000;;;;
070513;0100;;;;
070513;0200;;;;
070513;0300;;;;
070513;0400;;;;
070513;0500;;;;
070513;0600;;;;
070513;0700;;;;
070513;0800;;;;
070513;0900;;;;
070513;1000;;;;
070513;1100;;;;
070513;1200;;;;
070513;1300;;;;
070513;1400;;;;
070513;1500;;;;
070513;1600;;;;
070513;1700;;;;
070513;1800;;;;
070513;1900;;;;
070513;2000;;;;
070513;2100;;;;
070513;2200;;;;
070513;2300;;;;
070514;0000;;;;
070514;0100;;;;
070514;0200;;;;
070514;0300;;;;
070514;0400;;;;
070514;0500;;;;
070514;0600;;;;
070514;0700;;;;
070514;0800;;;;
070514;0900;;;;
070514;1000;;;;
070514;1100;;;;
070514;1200;;;;
070514;1300;;;;
070514;1400;;;;
070514;1500;;;;
070514;1600;;;;
070514;1700;;;;
070514;1800;;;;
070514;1900;;;;
070514;2000;;;;
070514;2100;;;;
070514;2200;;;;
070514;2300;;;;
070515;0000;;;;
070515;0100;;;;
070515;0200;;;;
070515;0300;;;;
070515;0400;;;;
070515;0500;;;;
070515;0600;;;;
070515;0700;;;;
070515;0800;;;;
070515;0900;;;;
070515;1000;;;;
070515;1100;;;;
070515;1200;;;;
070515;1300;;;;
070515;1400;;;;
070515;1500;;;;
070515;1600;;;;
070515;1700;;;;
070515;1800;;;;
070515;1900;;;;
070515;2000;;;;
070515;2100;;;;
070515;2200;;;;
070515;2300;;;;
070516;0000;;;;
070516;0100;;;;
070516;0200;;;;
070516;0300;;;;
070516;0400;;;;
070516;0500;;;;
070516;0600;;;;
070516;0700;;;;
070516;0800;;;;
070516;0900;;;;
070516;1000;;;;
070516;1100;;;;
070516;1200;;;;
070516;1300;;;;
070516;1400;;;;
070516;1500;;;;
070516;1600;;;;
070516;1700;;;;
070516;1800;;;;
070516;1900;;;;
070516;2000;;;;
070516;2100;;;;
070516;2200;;;;
070516;2300;;;;
070517;0000;;;;
