FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
070419;1300;;19,91;;
070419;1400;;22,24;;
070419;1500;;23,14;;
070419;1600;;20,37;;
070419;1700;;16,22;;
070419;1800;;8,21999;;
070419;1900;;2,175;;
070419;2000;;5,602;;
070419;2100;;8,39;;
070419;2200;;11,1;;
070419;2300;;16,73;;
070420;0000;;16,54;;
070420;0100;;17,27;;
070420;0200;;13,76;;
070420;0300;;15,18;;
070420;0400;;11,36;;
070420;0500;;7,588;;
070420;0600;;7,58099;;
070420;0700;;8,10999;;
070420;0800;;7,202;;
070420;0900;;10,39;;
070420;1000;;12,52;;
070420;1100;;14,79;;
070420;1200;;19,49;;
070420;1300;;17,48;;
070420;1400;;23,35;;
070420;1500;;26,37;;
070420;1600;;29,83;;
070420;1700;;19,86;;
070420;1800;;9,89;;
070420;1900;;4,309;;
070420;2000;;4,064;;
070420;2100;;2,063;;
070420;2200;;1,35;;
070420;2300;;1,229;;
070421;0000;;3,465;;
070421;0100;;5,3;;
070421;0200;;4,44299;;
070421;0300;;2,882;;
070421;0400;;3,33;;
070421;0500;;6,022;;
070421;0600;;3,242;;
070421;0700;;2,764;;
070421;0800;;4,34;;
070421;0900;;5,175;;
070421;1000;;5,64899;;
070421;1100;;6,73;;
070421;1200;;7,53999;;
070421;1300;;8,89998;;
070421;1400;;7,811;;
070421;1500;;7,084;;
070421;1600;;6,126;;
070421;1700;;3,237;;
070421;1800;;1,812;;
070421;1900;;2,571;;
070421;2000;;3,452;;
070421;2100;;7,064;;
070421;2200;;2,301;;
070421;2300;;5,30099;;
070422;0000;;2,742;;
070422;0100;;1,914;;
070422;0200;;0,716;;
070422;0300;;3,299;;
070422;0400;;2,266;;
070422;0500;;1,572;;
070422;0600;;0,606997;;
070422;0700;;1,405;;
070422;0800;;5,616;;
070422;0900;;14,33;;
070422;1000;;15,49;;
070422;1100;;15,69;;
070422;1200;;17,12;;
070422;1300;;17,93;;
070422;1400;;19,52;;
070422;1500;;22,65;;
070422;1600;;20,45;;
070422;1700;;15,53;;
070422;1800;;10,84;;
070422;1900;;8,76999;;
070422;2000;;10,4;;
070422;2100;;3,117;;
070422;2200;;2,54;;
070422;2300;;0,396;;
070423;0000;;1,623;;
070423;0100;;2,933;;
070423;0200;;4,698;;
070423;0300;;5,865;;
070423;0400;;5,308;;
070423;0500;;5,504;;
070423;0600;;5,42799;;
070423;0700;;4,169;;
070423;0800;;6,32;;
070423;0900;;8,50998;;
070423;1000;;8,92998;;
070423;1100;;7,313;;
070423;1200;;8,00998;;
070423;1300;;10,21;;
070423;1400;;8,12999;;
070423;1500;;7,643;;
070423;1600;;4,78;;
070423;1700;;5,66499;;
070423;1800;;2,582;;
070423;1900;;4,884;;
070423;2000;;4,799;;
070423;2100;;6,293;;
070423;2200;;1,666;;
070423;2300;;1,628;;
070424;0000;;0;;
070424;0100;;0,912995;;
070424;0200;;2,773;;
070424;0300;;3,559;;
070424;0400;;3,239;;
070424;0500;;4,853;;
070424;0600;;4,278;;
070424;0700;;1,71;;
070424;0800;;3,945;;
070424;0900;;9,15999;;
070424;1000;;15,36;;
070424;1100;;20,3;;
070424;1200;;26,05;;
070424;1300;;27,53;;
070424;1400;;31,54;;
070424;1500;;34,15;;
070424;1600;;34,78;;
070424;1700;;19,35;;
070424;1800;;11,45;;
070424;1900;;4,785;;
070424;2000;;10,61;;
070424;2100;;1,722;;
070424;2200;;3,229;;
070424;2300;;3,282;;
070425;0000;;5,645;;
070425;0100;;4,674;;
070425;0200;;5,938;;
070425;0300;;5,85899;;
070425;0400;;9,20998;;
070425;0500;;6,007;;
070425;0600;;6,813;;
070425;0700;;4,64;;
070425;0800;;7,46799;;
070425;0900;;10,75;;
070425;1000;;11,82;;
070425;1100;;14,09;;
070425;1200;;14,61;;
070425;1300;;19,5;;
070425;1400;;25,74;;
070425;1500;;30,57;;
070425;1600;;26,3;;
070425;1700;;20,3;;
070425;1800;;15,68;;
070425;1900;;6,76099;;
070425;2000;;7,716;;
070425;2100;;7,976;;
070425;2200;;2,835;;
070425;2300;;3,444;;
070426;0000;;4,826;;
070426;0100;;5,02;;
070426;0200;;7,12199;;
070426;0300;;8,56998;;
070426;0400;;11,14;;
070426;0500;;11,46;;
070426;0600;;8,04999;;
070426;0700;;5,42;;
070426;0800;;7,445;;
070426;0900;;9,76999;;
070426;1000;;10,73;;
070426;1100;;12,29;;
070426;1200;;17,86;;
070426;1300;;23,34;;
070426;1400;;27,63;;
070426;1500;;28,81;;
070426;1600;;24,41;;
070426;1700;;17,74;;
070426;1800;;10,55;;
070426;1900;;5,868;;
070426;2000;;3,517;;
070426;2100;;3,691;;
070426;2200;;5,352;;
070426;2300;;5,32899;;
070427;0000;;9,62;;
070427;0100;;8,14;;
070427;0200;;10,01;;
070427;0300;;9,15999;;
070427;0400;;6,91299;;
070427;0500;;4,66499;;
070427;0600;;3,024;;
070427;0700;;2,219;;
070427;0800;;4,67599;;
070427;0900;;7,41;;
070427;1000;;11,63;;
070427;1100;;17,14;;
070427;1200;;23,8;;
070427;1300;;29,49;;
070427;1400;;33,91;;
070427;1500;;36,96;;
070427;1600;;30,91;;
070427;1700;;22,98;;
070427;1800;;9,39998;;
070427;1900;;6,048;;
070427;2000;;23,12;;
070427;2100;;32,91;;
070427;2200;;17,17;;
070427;2300;;7,379;;
070428;0000;;5,601;;
070428;0100;;4,934;;
070428;0200;;1,64;;
070428;0300;;2,832;;
070428;0400;;6,033;;
070428;0500;;0,676995;;
070428;0600;;0,615995;;
070428;0700;;7,32;;
070428;0800;;2,885;;
070428;0900;;8,96999;;
070428;1000;;25,36;;
070428;1100;;33,52;;
070428;1200;;41,34;;
070428;1300;;49,61;;
070428;1400;;51,7;;
070428;1500;;54,06;;
070428;1600;;58,09;;
070428;1700;;41,29;;
070428;1800;;29,38;;
070428;1900;;13,59;;
070428;2000;;6,824;;
070428;2100;;13,21;;
070428;2200;;7,31599;;
070428;2300;;2,736;;
070429;0000;;7,181;;
070429;0100;;4,605;;
070429;0200;;4,036;;
070429;0300;;0;;
070429;0400;;1,453;;
070429;0500;;1,977;;
070429;0600;;1,079;;
070429;0700;;3,076;;
070429;0800;;6,40199;;
070429;0900;;7,351;;
070429;1000;;11,91;;
070429;1100;;16,48;;
070429;1200;;21,57;;
070429;1300;;29,63;;
070429;1400;;34,08;;
070429;1500;;38,93;;
070429;1600;;36,65;;
070429;1700;;32,75;;
070429;1800;;12,21;;
070429;1900;;4,56499;;
070429;2000;;7,906;;
070429;2100;;4,55;;
070429;2200;;9,48999;;
070429;2300;;7,81699;;
070430;0000;;3,059;;
070430;0100;;2,486;;
070430;0200;;0,0459999;;
070430;0300;;3,125;;
070430;0400;;2,054;;
070430;0500;;2,454;;
070430;0600;;1,312;;
070430;0700;;2,204;;
070430;0800;;0,959;;
070430;0900;;4,111;;
070430;1000;;13,17;;
070430;1100;;20,21;;
070430;1200;;26,41;;
070430;1300;;29,02;;
070430;1400;;30,79;;
070430;1500;;30,54;;
070430;1600;;28,65;;
070430;1700;;25,12;;
070430;1800;;14,59;;
070430;1900;;3,149;;
070430;2000;;5,96;;
070430;2100;;4,059;;
070430;2200;;5,088;;
070430;2300;;10,39;;
070501;0000;;7,231;;
070501;0100;;5,364;;
070501;0200;;3,301;;
070501;0300;;2,427;;
070501;0400;;1,137;;
070501;0500;;0,926;;
070501;0600;;0,738997;;
070501;0700;;0,768;;
070501;0800;;1,542;;
070501;0900;;6,35899;;
070501;1000;;13,99;;
070501;1100;;15,27;;
070501;1200;;22,78;;
070501;1300;;28,18;;
070501;1400;;26,36;;
070501;1500;;25,25;;
070501;1600;;19,74;;
070501;1700;;6,036;;
070501;1800;;6,17899;;
070501;1900;;7,06;;
070501;2000;;9;;
070501;2100;;11,34;;
070501;2200;;1,329;;
070501;2300;;5,81499;;
070502;0000;;2,824;;
070502;0100;;3,64;;
070502;0200;;1,401;;
070502;0300;;0,335;;
070502;0400;;0,448;;
070502;0500;;0,117;;
070502;0600;;0,712996;;
070502;0700;;1,557;;
070502;0800;;1,34;;
070502;0900;;1,178;;
070502;1000;;5,403;;
070502;1100;;14,21;;
070502;1200;;26,6;;
070502;1300;;27,02;;
070502;1400;;31,57;;
070502;1500;;32,3;;
070502;1600;;29,08;;
070502;1700;;21,2;;
070502;1800;;4,058;;
070502;1900;;4,688;;
070502;2000;;5,25999;;
070502;2100;;4,979;;
070502;2200;;3,183;;
070502;2300;;0,477;;
070503;0000;;3,043;;
070503;0100;;1,765;;
070503;0200;;1,085;;
070503;0300;;1,291;;
070503;0400;;0,757;;
070503;0500;;0,389;;
070503;0600;;0,437;;
070503;0700;;1,63;;
070503;0800;;3,491;;
