FECHA (YYMMDD);HORA (HHMM);;
070508;1800;2,021;
070508;1900;1,355;
070508;2000;0,467;
070508;2100;0,542;
070508;2200;0,99;
070508;2300;1,336;
070509;0000;0,702;
070509;0100;0,605;
070509;0200;1,117;
070509;0300;0,842;
070509;0400;0,997;
070509;0500;0,943;
070509;0600;1,035;
070509;0700;1,151;
070509;0800;0,733998;
070509;0900;1,063;
070509;1000;1,074;
070509;1100;0,646;
070509;1200;0,860998;
070509;1300;1,694;
070509;1400;2,1;
070509;1500;2,219;
070509;1600;2,474;
070509;1700;2,643;
070509;1800;2,12;
070509;1900;1,369;
070509;2000;0,599;
070509;2100;1,722;
070509;2200;1,757;
070509;2300;1,334;
070510;0000;0,794998;
070510;0100;0,615;
070510;0200;0,658;
070510;0300;0,631;
070510;0400;0,683;
070510;0500;0,806998;
070510;0600;1,023;
070510;0700;0,952998;
070510;0800;0,808;
070510;0900;0,511998;
070510;1000;0,434;
070510;1100;0,884;
070510;1200;1,112;
070510;1300;1,455;
070510;1400;2,172;
070510;1500;2,174;
070510;1600;2,115;
070510;1700;2,554;
070510;1800;2,517;
070510;1900;2,706;
070510;2000;0,938;
070510;2100;1,118;
070510;2200;1,698;
070510;2300;1,84;
070511;0000;1,696;
070511;0100;1,758;
070511;0200;1,781;
070511;0300;1,875;
070511;0400;2,012;
070511;0500;2,051;
070511;0600;2,042;
070511;0700;2,034;
070511;0800;2,033;
070511;0900;1,564;
070511;1000;1,809;
070511;1100;1,883;
070511;1200;1,92;
070511;1300;1,901;
070511;1400;2,122;
070511;1500;2,246;
070511;1600;2,006;
070511;1700;1,917;
070511;1800;2,018;
070511;1900;1,958;
070511;2000;2,24;
070511;2100;1,663;
070511;2200;1,617;
070511;2300;0,967999;
070512;0000;1,351;
070512;0100;1,04;
070512;0200;0,992;
070512;0300;1,379;
070512;0400;1,184;
070512;0500;0,868999;
070512;0600;0,877;
070512;0700;1,072;
070512;0800;0,983;
070512;0900;0,742998;
070512;1000;0,733;
070512;1100;0,912;
070512;1200;0,98;
070512;1300;1,309;
070512;1400;0,981998;
070512;1500;0,820998;
070512;1600;2,156;
070512;1700;1,498;
070512;1800;1,096;
070512;1900;1,51;
070512;2000;1,078;
070512;2100;0,742;
070512;2200;1,111;
070512;2300;0,818;
070513;0000;0,7;
070513;0100;0,995998;
070513;0200;0,530998;
070513;0300;0,657;
070513;0400;0,620998;
070513;0500;0,967999;
070513;0600;1,063;
070513;0700;1,038;
070513;0800;0,969;
070513;0900;0,461;
