FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
140212;1600;5;;;
140212;1700;4;;;
140212;1800;7;;;
140212;1900;7;;;
140212;2000;14;;;
140212;2100;7;;;
140212;2200;7;;;
140212;2300;5;;;
140213;0000;5;;;
140213;0100;4;;;
140213;0200;4;;;
140213;0300;4;;;
140213;0400;4;;;
140213;0500;4;;;
140213;0600;4;;;
140213;0700;4;;;
140213;0800;16;;;
140213;0900;8;;;
140213;1000;4;;;
140213;1100;4;;;
140213;1200;4;;;
140213;1300;4;;;
140213;1400;21;;;
140213;1500;16;;;
140213;1600;16;;;
140213;1700;10;;;
140213;1800;7;;;
140213;1900;17;;;
140213;2000;21;;;
140213;2100;25;;;
140213;2200;15;;;
140213;2300;26;;;
140214;0000;17;;;
140214;0100;34;;;
140214;0200;26;;;
140214;0300;24;;;
140214;0400;28;;;
140214;0500;16;;;
140214;0600;25;;;
140214;0700;25;;;
140214;0800;13;;;
140214;0900;21;;;
140214;1000;17;;;
140214;1100;18;;;
140214;1200;14;;;
140214;1300;7;;;
140214;1400;4;;;
140214;1500;7;;;
140214;1600;9;;;
140214;1700;17;;;
140214;1800;9;;;
140214;1900;11;;;
140214;2000;17;;;
140214;2100;9;;;
140214;2200;6;;;
140214;2300;8;;;
140215;0000;5;;;
140215;0100;24;;;
140215;0200;23;;;
140215;0300;14;;;
140215;0400;9;;;
140215;0500;4;;;
140215;0600;4;;;
140215;0700;25;;;
140215;0800;13;;;
140215;0900;8;;;
140215;1000;12;;;
140215;1100;7;;;
140215;1200;5;;;
140215;1300;11;;;
140215;1400;11;;;
140215;1500;12;;;
140215;1600;17;;;
140215;1700;15;;;
140215;1800;24;;;
140215;1900;12;;;
140215;2000;21;;;
140215;2100;12;;;
140215;2200;16;;;
140215;2300;11;;;
140216;0000;6;;;
140216;0100;8;;;
140216;0200;6;;;
140216;0300;4;;;
140216;0400;13;;;
140216;0500;14;;;
140216;0600;9;;;
140216;0700;23;;;
140216;0800;28;;;
140216;0900;17;;;
140216;1000;17;;;
140216;1100;19;;;
140216;1200;9;;;
140216;1300;28;;;
140216;1400;14;;;
140216;1500;9;;;
140216;1600;14;;;
140216;1700;13;;;
140216;1800;7;;;
140216;1900;9;;;
140216;2000;5;;;
140216;2100;12;;;
140216;2200;6;;;
140216;2300;4;;;
140217;0000;6;;;
140217;0100;9;;;
140217;0200;16;;;
140217;0300;16;;;
140217;0400;10;;;
