FECHA (YYMMDD);HORA (HHMM);;
140101;0100;1,5;
140101;0200;1,5;
140101;0300;1,5;
140101;0400;1,3;
140101;0500;1,2;
140101;0600;0,7;
140101;0700;0,799999;
140101;0800;1,1;
140101;0900;1,5;
140101;1000;2,5;
140101;1100;3;
140101;1200;3,1;
140101;1300;3,2;
140101;1400;3,1;
140101;1500;2,7;
140101;1600;2,8;
140101;1700;2,5;
140101;1800;2,1;
140101;1900;2,4;
140101;2000;2,7;
140101;2100;2,4;
140101;2200;2,3;
140101;2300;1,9;
140102;0000;1,8;
140102;0100;2;
140102;0200;1,3;
140102;0300;1,5;
140102;0400;2,1;
140102;0500;1,9;
140102;0600;1,7;
140102;0700;1,6;
140102;0800;1,6;
140102;0900;1,2;
140102;1000;2,3;
140102;1100;2,8;
140102;1200;3,2;
140102;1300;3,7;
140102;1400;3,5;
140102;1500;3,3;
140102;1600;3,4;
140102;1700;3,1;
140102;1800;3;
140102;1900;2,6;
140102;2000;2,5;
140102;2100;2,2;
140102;2200;2,1;
140102;2300;2,2;
140103;0000;2;
140103;0100;1,6;
140103;0200;1,3;
140103;0300;1;
140103;0400;0,9;
140103;0500;0,9;
140103;0600;1;
140103;0700;1,2;
140103;0800;1,2;
140103;0900;1,5;
140103;1000;2,4;
140103;1100;3,4;
140103;1200;3,6;
140103;1300;3,9;
140103;1400;3,7;
140103;1500;3,9;
140103;1600;4,1;
140103;1700;4,1;
140103;1800;3,4;
140103;1900;2;
140103;2000;2,1;
140103;2100;1,7;
140103;2200;0,9;
140103;2300;1,2;
140104;0000;1,3;
140104;0100;0,9;
140104;0200;1;
140104;0300;1,1;
140104;0400;1,2;
140104;0500;0,7;
140104;0600;0,5;
140104;0700;1;
140104;0800;1,1;
140104;0900;1,2;
140104;1000;1,3;
140104;1100;2,1;
140104;1200;2,1;
140104;1300;2,5;
140104;1400;2,8;
140104;1500;3,4;
140104;1600;3,2;
140104;1700;2,9;
140104;1800;2,3;
140104;1900;2;
140104;2000;1,5;
140104;2100;1,5;
140104;2200;1,3;
140104;2300;1,6;
140105;0000;2;
140105;0100;1,2;
140105;0200;1,2;
140105;0300;1,2;
140105;0400;1,5;
140105;0500;1;
140105;0600;0,799999;
140105;0700;0,799999;
140105;0800;1,9;
140105;0900;1,6;
140105;1000;1,6;
140105;1100;1,9;
140105;1200;2,2;
140105;1300;2,2;
140105;1400;2,1;
140105;1500;3,1;
140105;1600;2,9;
140105;1700;2,9;
140105;1800;2,9;
140105;1900;2,6;
140105;2000;2,2;
140105;2100;2,2;
140105;2200;1,5;
140105;2300;1,4;
140106;0000;1;
140106;0100;1,1;
140106;0200;0,599999;
140106;0300;1,2;
140106;0400;1,3;
140106;0500;0,7;
140106;0600;0,9;
140106;0700;1;
140106;0800;0,9;
140106;0900;1,1;
140106;1000;1,7;
140106;1100;2,1;
140106;1200;2,9;
140106;1300;3,8;
140106;1400;3,9;
140106;1500;3,7;
140106;1600;3,9;
140106;1700;3,7;
140106;1800;3,1;
140106;1900;2,2;
140106;2000;1,7;
140106;2100;2;
140106;2200;2,4;
140106;2300;2,4;
140107;0000;2,4;
140107;0100;2;
140107;0200;2;
140107;0300;1,5;
140107;0400;1,4;
140107;0500;0,799999;
140107;0600;0,9;
140107;0700;1;
140107;0800;1;
140107;0900;1,4;
140107;1000;1,9;
140107;1100;2,4;
140107;1200;3,2;
140107;1300;3,8;
140107;1400;3,5;
140107;1500;3,7;
140107;1600;3,5;
140107;1700;2,9;
140107;1800;2,9;
140107;1900;2,5;
140107;2000;1,4;
140107;2100;1,4;
140107;2200;1,5;
140107;2300;1,5;
140108;0000;1,9;
140108;0100;2,1;
140108;0200;1;
140108;0300;1,2;
140108;0400;1,7;
140108;0500;2,3;
140108;0600;1,3;
140108;0700;1,4;
140108;0800;1,4;
140108;0900;1,1;
140108;1000;1,4;
140108;1100;2,2;
140108;1200;3,4;
140108;1300;3,8;
140108;1400;4,1;
140108;1500;4,39999;
140108;1600;3,8;
140108;1700;3,8;
140108;1800;3,5;
140108;1900;3,2;
140108;2000;2,6;
140108;2100;2,4;
140108;2200;1,5;
140108;2300;0,5;
140109;0000;0,799999;
140109;0100;0,9;
140109;0200;1,1;
140109;0300;0,9;
140109;0400;0,799999;
140109;0500;0,9;
140109;0600;0,9;
140109;0700;0,599999;
140109;0800;1,2;
140109;0900;1,2;
140109;1000;1,4;
140109;1100;1,6;
140109;1200;2,7;
140109;1300;3,3;
140109;1400;2,8;
140109;1500;3,1;
140109;1600;3,3;
140109;1700;2,9;
140109;1800;2,9;
140109;1900;2,3;
140109;2000;1,9;
140109;2100;1,7;
140109;2200;1,6;
140109;2300;1,6;
140110;0000;1,4;
140110;0100;1,4;
140110;0200;1,1;
140110;0300;0,9;
140110;0400;0,799999;
140110;0500;0,799999;
140110;0600;0,9;
140110;0700;0,9;
140110;0800;1;
140110;0900;1,2;
140110;1000;1,7;
140110;1100;2,1;
140110;1200;2,7;
140110;1300;3,1;
140110;1400;3;
140110;1500;2,8;
140110;1600;2,8;
140110;1700;2,8;
140110;1800;2,9;
140110;1900;2,1;
140110;2000;1,6;
140110;2100;1,6;
140110;2200;2,1;
140110;2300;2,1;
140111;0000;1,2;
140111;0100;1,2;
140111;0200;1,3;
140111;0300;1,1;
140111;0400;0,9;
140111;0500;0,599999;
140111;0600;1,3;
140111;0700;1,1;
140111;0800;1,2;
140111;0900;1,3;
140111;1000;1,4;
140111;1100;1,6;
140111;1200;2,5;
140111;1300;2,4;
140111;1400;3,1;
140111;1500;3,5;
140111;1600;3,4;
140111;1700;3,1;
140111;1800;2,7;
140111;1900;2,6;
140111;2000;2,3;
140111;2100;2;
140111;2200;1,4;
140111;2300;0,9;
140112;0000;0,599999;
140112;0100;0,9;
140112;0200;1;
140112;0300;0,9;
140112;0400;0,799999;
140112;0500;0,5;
140112;0600;0,9;
140112;0700;0,7;
140112;0800;1,4;
140112;0900;1,4;
140112;1000;1,3;
140112;1100;1,7;
140112;1200;2,5;
140112;1300;4;
140112;1400;3,5;
140112;1500;3,5;
140112;1600;3,3;
140112;1700;3,5;
140112;1800;3,2;
140112;1900;3,1;
140112;2000;2,8;
140112;2100;1,6;
140112;2200;1,4;
140112;2300;1,5;
140113;0000;1,4;
140113;0100;0,599999;
140113;0200;0,7;
140113;0300;0,599999;
140113;0400;0,4;
140113;0500;0,599999;
140113;0600;0,7;
140113;0700;1;
140113;0800;1;
140113;0900;1,5;
140113;1000;1,8;
140113;1100;2;
140113;1200;2,5;
140113;1300;3,4;
140113;1400;3,3;
140113;1500;3,1;
140113;1600;3,2;
140113;1700;3;
140113;1800;2,6;
140113;1900;2,4;
140113;2000;2,7;
140113;2100;1,9;
140113;2200;1,3;
140113;2300;1;
140114;0000;1,1;
140114;0100;0,799999;
140114;0200;0,599999;
140114;0300;0,5;
140114;0400;0,5;
140114;0500;0,599999;
140114;0600;0,7;
140114;0700;0,9;
140114;0800;1,3;
140114;0900;1,2;
140114;1000;1,4;
140114;1100;1,5;
140114;1200;1,6;
140114;1300;2,5;
140114;1400;3,4;
140114;1500;3,5;
140114;1600;3,1;
140114;1700;2,4;
140114;1800;2,2;
140114;1900;2;
140114;2000;1,9;
140114;2100;2,1;
140114;2200;1,8;
140114;2300;1,8;
140115;0000;1,7;
140115;0100;1,5;
140115;0200;0,799999;
140115;0300;0,9;
140115;0400;0,799999;
140115;0500;0,7;
140115;0600;0,9;
140115;0700;1,2;
140115;0800;1,7;
140115;0900;2,2;
140115;1000;2,3;
140115;1100;1,9;
140115;1200;2,2;
140115;1300;2,8;
140115;1400;3,4;
140115;1500;3,7;
140115;1600;3,6;
140115;1700;3,7;
140115;1800;3,4;
140115;1900;2,7;
140115;2000;2,4;
140115;2100;1,6;
140115;2200;1,5;
140115;2300;1,6;
140116;0000;1,7;
140116;0100;1,2;
140116;0200;0,9;
140116;0300;0,9;
140116;0400;0,599999;
140116;0500;0,9;
140116;0600;0,9;
140116;0700;1,4;
140116;0800;1,4;
140116;0900;1,2;
140116;1000;1,7;
140116;1100;1,9;
140116;1200;2,2;
140116;1300;2,1;
140116;1400;2,6;
140116;1500;2,8;
140116;1600;3,1;
140116;1700;2,7;
140116;1800;2,9;
140116;1900;2,8;
140116;2000;2,5;
140116;2100;2,3;
140116;2200;2;
140116;2300;1,4;
140117;0000;1,1;
140117;0100;1,3;
140117;0200;1,7;
140117;0300;1,6;
140117;0400;1,3;
140117;0500;1,2;
140117;0600;1;
140117;0700;0,9;
140117;0800;1,2;
140117;0900;1,7;
140117;1000;1,7;
140117;1100;1,7;
140117;1200;1,6;
140117;1300;2,2;
140117;1400;2,4;
140117;1500;2,5;
140117;1600;2,4;
140117;1700;2,5;
140117;1800;2,6;
140117;1900;2,9;
140117;2000;2,6;
140117;2100;2,6;
140117;2200;2;
140117;2300;2,2;
140118;0000;1,7;
140118;0100;1,9;
140118;0200;1,2;
140118;0300;0,9;
140118;0400;0,9;
140118;0500;1,1;
140118;0600;0,7;
140118;0700;0,7;
140118;0800;1,4;
140118;0900;1,9;
140118;1000;1;
140118;1100;1,7;
140118;1200;1,6;
140118;1300;2,5;
140118;1400;4;
140118;1500;3,4;
140118;1600;2,5;
140118;1700;1,9;
140118;1800;2;
140118;1900;1,6;
140118;2000;1,6;
140118;2100;2,1;
140118;2200;2,1;
140118;2300;2,3;
140119;0000;2,1;
140119;0100;1,8;
140119;0200;1,5;
140119;0300;0,799999;
140119;0400;1,1;
140119;0500;1,2;
140119;0600;1,2;
140119;0700;1,3;
140119;0800;1,5;
140119;0900;1,4;
140119;1000;1,7;
140119;1100;1,9;
140119;1200;1,8;
140119;1300;2,1;
140119;1400;2,2;
140119;1500;2,8;
140119;1600;3;
140119;1700;3;
140119;1800;3,2;
140119;1900;3;
140119;2000;3,2;
140119;2100;3,4;
140119;2200;2,6;
140119;2300;1,7;
140120;0000;1,7;
140120;0100;1,5;
140120;0200;1,1;
140120;0300;0,9;
140120;0400;0,599999;
140120;0500;0,7;
140120;0600;0,599999;
140120;0700;0,9;
140120;0800;1,3;
140120;0900;1,4;
140120;1000;1,6;
140120;1100;1,8;
140120;1200;1,5;
140120;1300;2,6;
140120;1400;3,4;
140120;1500;3,4;
140120;1600;3,6;
140120;1700;3,7;
140120;1800;2,7;
140120;1900;3,3;
140120;2000;3,1;
140120;2100;2,5;
140120;2200;2,2;
140120;2300;1,9;
140121;0000;0,9;
140121;0100;0,5;
140121;0200;0,799999;
140121;0300;0,799999;
140121;0400;0,9;
140121;0500;0,7;
140121;0600;0,799999;
140121;0700;1,1;
140121;0800;1,2;
140121;0900;1,1;
140121;1000;1,4;
140121;1100;2,1;
140121;1200;2,3;
140121;1300;2;
140121;1400;2,6;
140121;1500;2,7;
140121;1600;2,9;
140121;1700;3,1;
140121;1800;3,1;
140121;1900;2,8;
140121;2000;2,7;
140121;2100;2,3;
140121;2200;1,3;
140121;2300;0,9;
140122;0000;1,2;
140122;0100;1,3;
140122;0200;1;
140122;0300;1;
140122;0400;0,7;
140122;0500;1,1;
140122;0600;0,599999;
140122;0700;0,7;
140122;0800;1,2;
140122;0900;1,3;
140122;1000;1,6;
140122;1100;1,8;
140122;1200;1,9;
140122;1300;2;
140122;1400;2,3;
140122;1500;3;
140122;1600;2,9;
140122;1700;3;
140122;1800;2,7;
140122;1900;2,4;
140122;2000;2,4;
140122;2100;2,7;
140122;2200;2;
140122;2300;1,4;
140123;0000;1,4;
140123;0100;2,1;
140123;0200;2,5;
140123;0300;1,9;
140123;0400;0,9;
140123;0500;0,7;
140123;0600;0,799999;
140123;0700;0,9;
140123;0800;1;
140123;0900;1,5;
140123;1000;1,8;
140123;1100;1,8;
140123;1200;2;
140123;1300;2,1;
140123;1400;2,2;
140123;1500;2,5;
140123;1600;2,8;
140123;1700;3,4;
140123;1800;2,7;
140123;1900;3;
140123;2000;3,3;
140123;2100;3,3;
140123;2200;2,7;
140123;2300;1,8;
140124;0000;1,7;
140124;0100;1;
140124;0200;0,9;
140124;0300;1,1;
140124;0400;1,4;
140124;0500;1,3;
140124;0600;1,2;
140124;0700;1,3;
140124;0800;1,4;
140124;0900;1,3;
140124;1000;1,4;
140124;1100;1,8;
140124;1200;2,3;
140124;1300;2,7;
140124;1400;2,6;
140124;1500;2,8;
140124;1600;2,9;
140124;1700;3;
140124;1800;2,6;
140124;1900;2,6;
140124;2000;1,7;
140124;2100;1,5;
140124;2200;1,7;
140124;2300;2,1;
140125;0000;1,6;
140125;0100;1;
140125;0200;1,1;
140125;0300;0,9;
140125;0400;1;
140125;0500;1,1;
140125;0600;0,799999;
140125;0700;0,9;
140125;0800;1,1;
140125;0900;1,2;
140125;1000;1,7;
140125;1100;1,7;
140125;1200;1,9;
140125;1300;1,8;
140125;1400;2,1;
140125;1500;2,7;
140125;1600;3;
140125;1700;3;
140125;1800;2,9;
140125;1900;2,4;
140125;2000;2,6;
140125;2100;2,4;
140125;2200;1,6;
140125;2300;1,2;
140126;0000;1;
140126;0100;1,1;
140126;0200;0,799999;
140126;0300;0,7;
140126;0400;0,7;
140126;0500;1,1;
140126;0600;0,799999;
140126;0700;1;
140126;0800;1,1;
140126;0900;1,2;
140126;1000;1,8;
140126;1100;2;
140126;1200;2,2;
140126;1300;2,7;
140126;1400;3,4;
140126;1500;3,4;
140126;1600;3,4;
140126;1700;3,2;
140126;1800;3;
140126;1900;2,5;
140126;2000;2,8;
140126;2100;2,3;
140126;2200;1,9;
140126;2300;1,9;
140127;0000;1,3;
140127;0100;0,799999;
140127;0200;1,4;
140127;0300;1,2;
140127;0400;0,799999;
140127;0500;1,4;
140127;0600;1,5;
140127;0700;1,8;
140127;0800;2,3;
140127;0900;2,4;
140127;1000;1,9;
140127;1100;1,8;
140127;1200;1,7;
140127;1300;2,1;
140127;1400;2,7;
140127;1500;3,4;
140127;1600;3,4;
140127;1700;3,3;
140127;1800;2,8;
140127;1900;2,5;
140127;2000;2,4;
140127;2100;2,6;
140127;2200;2,3;
140127;2300;2,1;
140128;0000;1,9;
140128;0100;1,7;
140128;0200;1,5;
140128;0300;1,5;
140128;0400;1,2;
140128;0500;0,7;
140128;0600;1,2;
140128;0700;1,1;
140128;0800;1;
140128;0900;1,5;
140128;1000;1,7;
140128;1100;2,1;
140128;1200;2,7;
140128;1300;3,1;
140128;1400;2,9;
140128;1500;2,5;
140128;1600;2,7;
140128;1700;2,7;
140128;1800;2,1;
140128;1900;2,2;
140128;2000;2;
140128;2100;1,8;
140128;2200;2;
140128;2300;2,5;
140129;0000;2;
140129;0100;1,9;
140129;0200;1,9;
140129;0300;2;
140129;0400;0,9;
140129;0500;1,2;
140129;0600;1,3;
140129;0700;1;
140129;0800;1;
140129;0900;1,2;
140129;1000;1,5;
140129;1100;2,3;
140129;1200;3;
140129;1300;3,1;
140129;1400;3,1;
