FECHA (YYMMDD);HORA (HHMM);;
140123;0400;14,5467;
140123;0500;14,3575;
140123;0600;14,1108;
140123;0700;14,9108;
140123;0800;16,4492;
140123;0900;18,1658;
140123;1000;19,8817;
140123;1100;21,3808;
140123;1200;22,6725;
140123;1300;24,0275;
140123;1400;25,0975;
140123;1500;25,8675;
140123;1600;25,6233;
140123;1700;25,0542;
140123;1800;23,1883;
140123;1900;18,6442;
140123;2000;16,215;
140123;2100;15,5;
140123;2200;14,8408;
140123;2300;14,2567;
140124;0000;13,5958;
140124;0100;13,0792;
140124;0200;12,3258;
140124;0300;11,9667;
140124;0400;11,5525;
140124;0500;11,1667;
140124;0600;11,2692;
140124;0700;11,8975;
140124;0800;12,6425;
140124;0900;14,2425;
140124;1000;16,1433;
140124;1100;18,375;
140124;1200;20,5817;
140124;1300;22,7617;
140124;1400;24,2917;
140124;1500;25,2717;
140124;1600;25,7358;
140124;1700;25,7725;
140124;1800;24,9017;
140124;1900;23,66;
140124;2000;21,4333;
140124;2100;20,2192;
140124;2200;19,4492;
140124;2300;18,3092;
140125;0000;17,1933;
140125;0100;15,3908;
140125;0200;14,2783;
140125;0300;13,5242;
140125;0400;12,6392;
140125;0500;12,2183;
140125;0600;13,2017;
140125;0700;15,375;
140125;0800;17,3017;
140125;0900;19,1967;
140125;1000;21,3083;
140125;1100;23,0783;
140125;1200;24,9342;
140125;1300;26,5175;
140125;1400;27,6275;
140125;1500;28,4417;
140125;1600;28,8683;
140125;1700;28,6683;
140125;1800;27,5433;
140125;1900;25,2858;
140125;2000;23,5033;
140125;2100;21,2183;
140125;2200;19,4775;
140125;2300;17,9942;
140126;0000;16,78;
140126;0100;16,0817;
140126;0200;15,3508;
140126;0300;14,5808;
140126;0400;13,8225;
140126;0500;13,4142;
140126;0600;13,4275;
140126;0700;14,7908;
140126;0800;16,0258;
140126;0900;18,36;
140126;1000;20,5783;
140126;1100;22,6008;
140126;1200;24,0133;
140126;1300;25,2842;
140126;1400;26,3425;
140126;1500;27,1533;
140126;1600;27,7433;
140126;1700;27,835;
140126;1800;26,7167;
140126;1900;23,8075;
140126;2000;20,84;
140126;2100;19,0233;
140126;2200;17,4858;
140126;2300;16,2417;
140127;0000;15,0483;
140127;0100;13,8017;
140127;0200;12,8525;
140127;0300;12,21;
140127;0400;11,9833;
140127;0500;11,7492;
140127;0600;12,0142;
140127;0700;13,0033;
140127;0800;14,0708;
140127;0900;15,7208;
140127;1000;17,1708;
140127;1100;18,8233;
140127;1200;20,47;
140127;1300;22,2883;
140127;1400;22,8217;
140127;1500;23,4325;
140127;1600;23,8175;
140127;1700;23,9717;
140127;1800;23,5058;
140127;1900;21,7183;
140127;2000;20,185;
140127;2100;18,6033;
140127;2200;17,2867;
140127;2300;16,3942;
140128;0000;15,41;
140128;0100;14,6917;
140128;0200;13,855;
140128;0300;12,9708;
140128;0400;12,0536;
140128;0500;11,5558;
140128;0600;11,9367;
140128;0700;14,24;
140128;0800;16,9092;
140128;0900;18,81;
140128;1000;20,5108;
140128;1100;22,4283;
140128;1200;24,58;
140128;1300;26,4092;
140128;1400;27,4975;
140128;1500;27,96;
140128;1600;28,4017;
140128;1700;28,2775;
140128;1800;27,8075;
140128;1900;26,2767;
140128;2000;24,215;
140128;2100;23,1333;
140128;2200;22,5158;
140128;2300;20,8975;
140129;0000;19,2425;
140129;0100;16,67;
140129;0200;18,0342;
140129;0300;18,58;
140129;0400;16,7508;
140129;0500;13,6767;
140129;0600;13,8233;
140129;0700;16,6442;
140129;0800;18,9442;
140129;0900;21,0617;
140129;1000;23,6367;
140129;1100;25,6808;
140129;1200;27,4342;
140129;1300;29,19;
140129;1400;30,5333;
140129;1500;31,2475;
140129;1600;31,6108;
140129;1700;31,5158;
140129;1800;30,9383;
140129;1900;29,095;
140129;2000;26,9792;
140129;2100;23,8317;
140129;2200;21,7575;
140129;2300;19,7917;
140130;0000;18,0092;
140130;0100;17,2058;
140130;0200;16,1567;
140130;0300;16,7758;
140130;0400;15,5675;
140130;0500;14,5517;
140130;0600;14,8025;
140130;0700;17,65;
140130;0800;20,0808;
140130;0900;21,9358;
140130;1000;23,7858;
140130;1100;25,34;
